"","month","position","artist","album","indicativerevenue","us","uk","de","fr","ca","au"
"2593","Apr 2004",43,"Chingy","Jackpot",2947.59,"13","-","-","-","-","-"
"2594","Apr 2004",44,"Original Soundtrack","The Passion Of The Christ",2856.463,"23","-","94","109","-","-"
"2595","Apr 2004",45,"Lostprophets","Start Something",2768.143,"39","57","89","-","-","-"
"2596","Apr 2004",46,"Toby Keith","Shock'n Y'All",2711.924,"22","-","-","-","-","-"
"2597","Apr 2004",47,"Ludacris","Chicken*N*Beer",2692.529,"19","-","-","-","-","-"
"2598","Apr 2004",48,"Sarah McLachlan","Afterglow",2664.377,"48","46","60","161","-","30"
"2599","Apr 2004",49,"Carl Thomas","Let's Talk About It",2600.297,"4","-","-","-","-","-"
"2600","Apr 2004",50,"Coldplay","A Rush Of Blood To The Head",2579.129,"85","49","66","105","-","21"
"2601","May 2004",1,"Usher","Confessions",9963.474,"1","4","4","16","3","2"
"2602","May 2004",2,"Norah Jones","Feels Like Home",7995.121,"6","9","2","6","6","3"
"2603","May 2004",3,"Guns n' Roses","Guns & Roses' Greatest Hits",7280.261,"5","1","6","-","5","6"
"2604","May 2004",4,"Prince","Musicology",6720.219,"3","3","4","11","-","19"
"2605","May 2004",5,"Evanescence","Fallen",6366.202,"8","49","24","14","8","3"
"2606","May 2004",6,"D12","D12 World",6356.498,"1","1","2","9","1","2"
"2607","May 2004",7,"Diana Krall","The Girl In The Other Room",5793.87,"4","11","7","2","1","21"
"2608","May 2004",8,"Maroon 5","Songs About Jane",5446.824,"15","2","70","-","-","13"
"2609","May 2004",9,"Mario Winans","Hurt No More",5429.212,"2","3","6","22","-","-"
"2610","May 2004",10,"OutKast","Speakerboxx & The Love Below",5301.312,"11","19","80","100","-","14"
"2611","May 2004",11,"Hoobastank","The Reason",5221.634,"3","56","-","-","9","-"
"2612","May 2004",12,"The Black Eyed Peas","Elephunk",5164.241,"26","31","11","44","4","12"
"2613","May 2004",13,"Kanye West","The College Dropout",5059.925,"8","13","-","-","-","-"
"2614","May 2004",14,"Alicia Keys","The Diary Of Alicia Keys",5041.656,"16","30","32","18","-","-"
"2615","May 2004",15,"Various Artists","Now 15",4974.307,"2","-","-","-","-","-"
"2616","May 2004",16,"Jessica Simpson","In This Skin",4815.549,"7","36","-","-","-","13"
"2617","May 2004",17,"Joss Stone","The Soul Sessions",4520.26,"39","6","21","42","-","22"
"2618","May 2004",18,"Eric Clapton","Me & Mr Johnson",4448.732,"14","49","16","37","7","47"
"2619","May 2004",19,"Britney Spears","In The Zone",4429.887,"27","25","20","50","-","38"
"2620","May 2004",20,"Beyonce","Dangerously In Love",4122.982,"24","45","78","40","-","41"
"2621","May 2004",21,"Anastacia","Anastacia",4103.501,"-","2","1","23","-","1"
"2622","May 2004",22,"Norah Jones","Come Away With Me",3948.791,"36","24","13","-","-","29"
"2623","May 2004",23,"Twista","Kamikaze",3871.674,"17","54","74","-","-","-"
"2624","May 2004",24,"Josh Groban","Closer",3802.06,"9","-","-","148","8","-"
"2625","May 2004",25,"Jet","Get Born",3724.217,"26","22","-","-","-","1"
"2626","May 2004",26,"Kenny Chesney","When The Sun Goes Down",3718.1,"12","-","-","-","-","-"
"2627","May 2004",27,"Janet Jackson","Damita Jo",3697.254,"4","-","84","157","-","-"
"2628","May 2004",28,"Lil' Flip","U Gotta Feel Me",3566.743,"9","-","-","-","-","-"
"2629","May 2004",29,"Dido","Life For Rent",3474.568,"86","25","30","38","-","13"
"2630","May 2004",30,"NERD","Fly Or Die",3361.395,"40","27","37","82","-","31"
"2631","May 2004",31,"Aerosmith","Honkin' On Bobo",3259.464,"18","87","65","117","10","-"
"2632","May 2004",32,"Franz Ferdinand","Franz Ferdinand",3233.087,"65","10","61","26","-","12"
"2633","May 2004",33,"blink-182","Blink 182",3214.702,"42","55","56","198","-","17"
"2634","May 2004",34,"Jay-Z","The Black Album",3210.666,"28","34","-","-","-","-"
"2635","May 2004",35,"Sheryl Crow","The Very Best Of Sheryl Crow",3191.173,"21","99","-","-","-","-"
"2636","May 2004",36,"Eamon","I Don't Want You Back",3076.932,"53","6","13","52","-","34"
"2637","May 2004",37,"J-Kwon","Hood Hop",3008.22,"13","-","-","-","-","-"
"2638","May 2004",38,"Lostprophets","Start Something",2948.369,"47","33","67","-","-","-"
"2639","May 2004",39,"Modest Mouse","Good News For People Who Love Bad News",2931.699,"20","-","-","-","-","-"
"2640","May 2004",40,"Keith Urban","Golden Road",2891.024,"25","-","-","-","-","-"
"2641","May 2004",41,"Nickelback","The Long Road",2751.9,"29","-","-","-","-","10"
"2642","May 2004",42,"Yellowcard","Ocean Avenue",2740.171,"23","-","-","-","-","-"
"2643","May 2004",43,"Original Soundtrack","The Punisher: The Album",2650.327,"22","-","-","-","-","-"
"2644","May 2004",44,"No Doubt","The Singles 1992-2003",2640.558,"57","26","-","-","-","-"
"2645","May 2004",45,"Sarah McLachlan","Afterglow",2632.783,"67","38","30","-","-","34"
"2646","May 2004",46,"Hilary Duff","Metamorphosis",2624.335,"34","-","-","87","-","-"
"2647","May 2004",47,"G-Unit","Beg For Mercy",2615.709,"30","89","-","-","-","-"
"2648","May 2004",48,"The Darkness","Permission To Land",2612.083,"56","35","54","-","-","40"
"2649","May 2004",49,"Ghostface","The Pretty Toney Album",2546.837,"6","96","-","178","-","-"
"2650","May 2004",50,"Three Doors Down","Away From The Sun",2542.026,"55","-","28","-","-","33"
"2651","Jun 2004",1,"Usher","Confessions",9205.772,"1","4","16","17","3","3"
"2652","Jun 2004",2,"Avril Lavigne","Under My Skin",7351.58,"1","1","1","7","1","1"
"2653","Jun 2004",3,"D12","D12 World",6655.198,"4","30","5","43","3","8"
"2654","Jun 2004",4,"Norah Jones","Feels Like Home",6193.076,"14","24","2","6","10","17"
"2655","Jun 2004",5,"Alanis Morissette","So-Called Chaos",5694.693,"5","20","1","20","2","15"
"2656","Jun 2004",6,"Prince","Musicology",5632.076,"4","60","9","59","-","26"
"2657","Jun 2004",7,"Mario Winans","Hurt No More",5587.707,"9","3","6","45","-","-"
"2658","Jun 2004",8,"Evanescence","Fallen",5581.874,"11","44","24","33","8","7"
"2659","Jun 2004",9,"Hoobastank","The Reason",5579.646,"5","41","-","21","9","36"
"2660","Jun 2004",10,"Slipknot","Volume 3 (The Subliminal Verses)",5447.928,"2","5","2","25","2","2"
"2661","Jun 2004",11,"Guns n' Roses","Guns & Roses' Greatest Hits",5359.366,"16","10","17","-","5","9"
"2662","Jun 2004",12,"Gretchen Wilson","Here For The Party",5240.226,"2","-","-","-","-","-"
"2663","Jun 2004",13,"Diana Krall","The Girl In The Other Room",4959.582,"11","41","11","10","1","44"
"2664","Jun 2004",14,"OutKast","Speakerboxx & The Love Below",4905.303,"13","16","84","154","-","14"
"2665","Jun 2004",15,"Kanye West","The College Dropout",4792.883,"12","12","77","-","-","-"
"2666","Jun 2004",16,"Method Man","Tical 0: The Prequel",4790.138,"2","-","22","61","3","-"
"2667","Jun 2004",17,"The Black Eyed Peas","Elephunk",4747.393,"14","52","22","55","5","11"
"2668","Jun 2004",18,"Maroon 5","Songs About Jane",4605.367,"24","10","19","-","-","20"
"2669","Jun 2004",19,"Alicia Keys","The Diary Of Alicia Keys",4392.193,"20","44","65","18","-","-"
"2670","Jun 2004",20,"George Michael","Patience",4254.49,"12","43","26","67","4","16"
"2671","Jun 2004",21,"Britney Spears","In The Zone",4184.214,"34","21","20","64","-","30"
"2672","Jun 2004",22,"Original Soundtrack","Shrek 2",3956.956,"8","-","-","35","-","22"
"2673","Jun 2004",23,"Various Artists","Now 15",3937.94,"8","-","-","-","-","-"
"2674","Jun 2004",24,"Franz Ferdinand","Franz Ferdinand",3828.318,"43","16","47","46","-","27"
"2675","Jun 2004",25,"Morrissey","You Are The Quarry",3797.415,"11","7","7","82","-","-"
"2676","Jun 2004",26,"New Found Glory","Catalyst",3758.604,"3","62","-","-","-","32"
"2677","Jun 2004",27,"Joss Stone","The Soul Sessions",3749.077,"64","5","23","100","-","25"
"2678","Jun 2004",28,"EightBall & MJG","Living Legends",3748.177,"3","-","-","-","-","-"
"2679","Jun 2004",29,"Jessica Simpson","In This Skin",3658.976,"17","79","-","117","-","13"
"2680","Jun 2004",30,"Lenny Kravitz","Baptism",3650.274,"14","-","2","27","-","42"
"2681","Jun 2004",31,"Jet","Get Born",3633.023,"33","14","-","-","-","1"
"2682","Jun 2004",32,"Kenny Chesney","When The Sun Goes Down",3290.177,"15","-","-","-","-","-"
"2683","Jun 2004",33,"Jay-Z","The Black Album",3153.667,"29","34","-","-","-","-"
"2684","Jun 2004",34,"Petey Pablo","Still Writing In My Diary: 2nd Entry",3028.943,"10","-","-","-","-","-"
"2685","Jun 2004",35,"Twista","Kamikaze",3023.178,"25","68","-","-","-","-"
"2686","Jun 2004",36,"Anastacia","Anastacia",2974.852,"-","10","1","37","-","3"
"2687","Jun 2004",37,"Modest Mouse","Good News For People Who Love Bad News",2960.927,"21","-","-","-","-","-"
"2688","Jun 2004",38,"Norah Jones","Come Away With Me",2951.147,"49","39","21","-","-","49"
"2689","Jun 2004",39,"Dido","Life For Rent",2938.248,"101","38","31","61","-","22"
"2690","Jun 2004",40,"The Corrs","Borrowed Heaven",2926.089,"51","2","2","5","-","4"
"2691","Jun 2004",41,"Beyonce","Dangerously In Love",2902.757,"37","82","78","91","-","38"
"2692","Jun 2004",42,"Los Lonely Boys","Los Lonely Boys",2891.247,"13","-","-","-","-","-"
"2693","Jun 2004",43,"The Streets","A Grand Don't Come For Free",2875.546,"82","1","25","133","-","11"
"2694","Jun 2004",44,"Teena Marie","La Dona",2791.641,"6","-","-","-","-","-"
"2695","Jun 2004",45,"blink-182","Blink 182",2716.915,"50","57","-","61","-","33"
"2696","Jun 2004",46,"Josh Groban","Closer",2635.875,"22","-","-","200","-","-"
"2697","Jun 2004",47,"Toby Keith","Shock'n Y'All",2571.116,"29","-","-","-","-","-"
"2698","Jun 2004",48,"Yellowcard","Ocean Avenue",2529.38,"31","-","-","-","-","-"
"2699","Jun 2004",49,"Various Artists","Totally Hits 2004",2506.544,"19","-","-","-","-","-"
"2700","Jun 2004",50,"Keane","Hopes & Fears",2504.278,"173","1","30","-","-","-"
"2701","Jul 2004",1,"Usher","Confessions",9346.865,"2","4","16","19","2","4"
"2702","Jul 2004",2,"Avril Lavigne","Under My Skin",7829.639,"3","9","2","16","1","12"
"2703","Jul 2004",3,"Beastie Boys","To The 5 Boroughs",7388.93,"1","7","3","36","1","2"
"2704","Jul 2004",4,"Velvet Revolver","Contraband",6375.528,"1","40","7","134","1","14"
"2705","Jul 2004",5,"D12","D12 World",6057.149,"8","25","21","66","8","16"
"2706","Jul 2004",6,"The Black Eyed Peas","Elephunk",5774.78,"14","9","30","25","4","4"
"2707","Jul 2004",7,"Norah Jones","Feels Like Home",5540.873,"19","18","11","8","-","12"
"2708","Jul 2004",8,"Hoobastank","The Reason",5279.967,"6","64","60","12","9","36"
"2709","Jul 2004",9,"Evanescence","Fallen",5170.736,"17","57","24","33","6","12"
"2710","Jul 2004",10,"Gretchen Wilson","Here For The Party",5109.726,"3","-","-","-","-","21"
"2711","Jul 2004",11,"Maroon 5","Songs About Jane",4929.303,"27","13","5","-","-","43"
"2712","Jul 2004",12,"OutKast","Speakerboxx & The Love Below",4768.442,"18","9","49","149","-","19"
"2713","Jul 2004",13,"Slipknot","Volume 3 (The Subliminal Verses)",4741.481,"10","58","6","42","-","29"
"2714","Jul 2004",14,"Guns n' Roses","Guns & Roses' Greatest Hits",4649.819,"20","14","28","-","5","10"
"2715","Jul 2004",15,"Prince","Musicology",4552.999,"5","-","43","105","-","-"
"2716","Jul 2004",16,"Franz Ferdinand","Franz Ferdinand",4458.616,"32","11","68","44","-","25"
"2717","Jul 2004",17,"Kanye West","The College Dropout",4445.043,"12","12","96","-","-","-"
"2718","Jul 2004",18,"Lloyd Banks","The Hunger For More",4252.733,"1","15","-","-","2","-"
"2719","Jul 2004",19,"Original Soundtrack","Shrek 2",4235.773,"11","-","40","35","-","2"
"2720","Jul 2004",20,"Jadakiss","Kiss Of Death",4095.516,"1","65","-","-","-","-"
"2721","Jul 2004",21,"The Cure","The Cure",4024.717,"7","8","3","4","-","28"
"2722","Jul 2004",22,"Celine Dion","A New Day... Live In Las Vegas",3966.369,"10","32","20","14","2","-"
"2723","Jul 2004",23,"Big & Rich","Horse Of A Different Color",3945.138,"6","-","-","-","-","-"
"2724","Jul 2004",24,"Los Lonely Boys","Los Lonely Boys",3939.342,"9","-","-","-","-","-"
"2725","Jul 2004",25,"Alicia Keys","The Diary Of Alicia Keys",3919.71,"30","60","94","29","-","-"
"2726","Jul 2004",26,"Britney Spears","In The Zone",3858.299,"53","13","38","53","-","21"
"2727","Jul 2004",27,"Original Soundtrack","Spider-Man 2",3696.654,"7","-","35","83","-","25"
"2728","Jul 2004",28,"Diana Krall","The Girl In The Other Room",3570.076,"29","-","34","16","4","-"
"2729","Jul 2004",29,"Mario Winans","Hurt No More",3532.9,"38","8","41","103","-","37"
"2730","Jul 2004",30,"Jessica Simpson","In This Skin",3409.031,"22","79","-","117","-","16"
"2731","Jul 2004",31,"Modest Mouse","Good News For People Who Love Bad News",3396.393,"18","40","-","-","-","-"
"2732","Jul 2004",32,"George Michael","Patience",3377.226,"35","21","76","103","10","35"
"2733","Jul 2004",33,"Joss Stone","The Soul Sessions",3352.846,"102","5","53","56","-","20"
"2734","Jul 2004",34,"blink-182","Blink 182",3254.106,"49","57","89","45","-","36"
"2735","Jul 2004",35,"Kenny Chesney","When The Sun Goes Down",3240.162,"17","-","-","-","-","-"
"2736","Jul 2004",36,"Brandy","Afrodisiac",3217.994,"3","32","44","57","-","-"
"2737","Jul 2004",37,"Jet","Get Born",3160.509,"42","29","-","-","-","3"
"2738","Jul 2004",38,"Switchfoot","Beautiful Letdown",3090.168,"16","-","-","-","-","-"
"2739","Jul 2004",39,"Alanis Morissette","So-Called Chaos",3057.976,"32","-","9","50","-","42"
"2740","Jul 2004",40,"Christina Milian","It's About Time",3039.83,"14","66","84","95","-","-"
"2741","Jul 2004",41,"JoJo","JoJo",3001.48,"4","-","-","-","-","-"
"2742","Jul 2004",42,"Various Artists","Now 15",2933.542,"15","-","-","-","-","-"
"2743","Jul 2004",43,"Dido","Life For Rent",2863.532,"93","28","46","59","-","20"
"2744","Jul 2004",44,"Anastacia","Anastacia",2832.19,"-","12","7","23","-","7"
"2745","Jul 2004",45,"Norah Jones","Come Away With Me",2806.782,"60","68","34","-","-","46"
"2746","Jul 2004",46,"Juvenile","Juve The Great",2762.086,"28","-","-","-","-","-"
"2747","Jul 2004",47,"The Corrs","Borrowed Heaven",2757.069,"51","19","5","20","-","5"
"2748","Jul 2004",48,"311","Greatest Hits '93-'03",2712.283,"7","-","-","-","-","-"
"2749","Jul 2004",49,"Linkin Park","Meteora",2680.46,"53","-","50","67","-","42"
"2750","Jul 2004",50,"Jay-Z","The Black Album",2650.881,"30","80","-","-","-","-"
"2751","Aug 2004",1,"Usher","Confessions",8281.886,"2","6","12","28","2","7"
"2752","Aug 2004",2,"Avril Lavigne","Under My Skin",7904.882,"6","8","5","25","1","5"
"2753","Aug 2004",3,"Maroon 5","Songs About Jane",6514.152,"10","1","10","8","4","15"
"2754","Aug 2004",4,"The Black Eyed Peas","Elephunk",5933.003,"18","21","29","5","2","1"
"2755","Aug 2004",5,"Lloyd Banks","The Hunger For More",5766.819,"3","41","45","37","6","-"
"2756","Aug 2004",6,"Jimmy Buffett","License To Chill",5723.364,"1","-","-","-","-","-"
"2757","Aug 2004",7,"D12","D12 World",5649.464,"15","12","19","85","8","20"
"2758","Aug 2004",8,"Ashlee Simpson","Autobiography",5362.394,"1","-","-","-","-","-"
"2759","Aug 2004",9,"Gretchen Wilson","Here For The Party",4963.852,"5","-","-","-","-","38"
"2760","Aug 2004",10,"Norah Jones","Feels Like Home",4878.507,"38","24","17","7","-","23"
"2761","Aug 2004",11,"Evanescence","Fallen",4819.91,"26","56","24","21","5","18"
"2762","Aug 2004",12,"Van Halen","The Best Of Both Worlds",4649.623,"3","16","28","-","2","39"
"2763","Aug 2004",13,"Prince","Musicology",4601.334,"7","-","98","99","-","-"
"2764","Aug 2004",14,"Guns n' Roses","Guns & Roses' Greatest Hits",4533.067,"25","25","34","-","6","21"
"2765","Aug 2004",15,"Franz Ferdinand","Franz Ferdinand",4419.607,"35","13","75","44","-","12"
"2766","Aug 2004",16,"Big & Rich","Horse Of A Different Color",4285.323,"7","-","-","-","-","-"
"2767","Aug 2004",17,"Velvet Revolver","Contraband",4282.204,"13","57","78","171","-","-"
"2768","Aug 2004",18,"Beastie Boys","To The 5 Boroughs",4260.322,"16","78","31","89","-","31"
"2769","Aug 2004",19,"Hoobastank","The Reason",4257.025,"19","-","55","6","-","23"
"2770","Aug 2004",20,"The Roots","The Tipping Point",4025.674,"4","-","44","75","-","-"
"2771","Aug 2004",21,"Los Lonely Boys","Los Lonely Boys",4018.368,"9","-","-","-","-","-"
"2772","Aug 2004",22,"Anastacia","Anastacia",3933.405,"-","1","1","29","-","1"
"2773","Aug 2004",23,"Original Soundtrack","A Cinderella Story",3890.478,"9","-","-","-","3","-"
"2774","Aug 2004",24,"Original Soundtrack","Spider-Man 2",3889.535,"14","-","35","90","-","35"
"2775","Aug 2004",25,"Kanye West","The College Dropout",3816.638,"20","23","93","-","-","-"
"2776","Aug 2004",26,"JoJo","JoJo",3806.213,"12","-","54","-","-","-"
"2777","Aug 2004",27,"OutKast","Speakerboxx & The Love Below",3719.554,"43","12","41","154","-","31"
"2778","Aug 2004",28,"Various Artists","Now 16",3701.619,"1","-","-","-","-","-"
"2779","Aug 2004",29,"Jadakiss","Kiss Of Death",3624.514,"11","-","-","-","-","-"
"2780","Aug 2004",30,"Alicia Keys","The Diary Of Alicia Keys",3521.879,"34","81","-","37","-","-"
"2781","Aug 2004",31,"Slipknot","Volume 3 (The Subliminal Verses)",3413.236,"33","87","27","78","-","-"
"2782","Aug 2004",32,"Switchfoot","Beautiful Letdown",3386.025,"16","-","-","-","-","-"
"2783","Aug 2004",33,"The Hives","Tyrannosaurus Hives",3305.952,"33","14","10","70","-","33"
"2784","Aug 2004",34,"Red Hot Chili Peppers","Live In Hyde Park",3294.762,"-","1","8","6","-","5"
"2785","Aug 2004",35,"Original Soundtrack","Shrek 2",3260.578,"30","-","40","92","-","1"
"2786","Aug 2004",36,"Jessica Simpson","In This Skin",3214.361,"20","-","-","-","-","27"
"2787","Aug 2004",37,"Linkin Park","Meteora",3208.772,"40","-","45","25","-","26"
"2788","Aug 2004",38,"Modest Mouse","Good News For People Who Love Bad News",3084.106,"22","68","-","-","-","-"
"2789","Aug 2004",39,"Kenny Chesney","When The Sun Goes Down",3020.394,"21","-","-","-","-","-"
"2790","Aug 2004",40,"Britney Spears","In The Zone",2970.511,"78","32","59","58","-","26"
"2791","Aug 2004",41,"Brad Paisley","Mud On The Tires",2964.082,"22","-","-","-","-","-"
"2792","Aug 2004",42,"The Cure","The Cure",2936.982,"39","59","22","36","-","-"
"2793","Aug 2004",43,"The Killers","Hot Fuss",2911.002,"48","17","-","-","-","22"
"2794","Aug 2004",44,"Lil' Wayne","Tha Carter",2901.276,"17","-","-","-","-","-"
"2795","Aug 2004",45,"Jet","Get Born",2839.983,"58","40","-","-","-","3"
"2796","Aug 2004",46,"Norah Jones","Come Away With Me",2812.211,"55","51","37","-","-","-"
"2797","Aug 2004",47,"Keane","Hopes & Fears",2754.975,"147","2","42","-","-","-"
"2798","Aug 2004",48,"Taking Back Sunday","Where You Want To Be",2690.567,"3","71","-","-","-","-"
"2799","Aug 2004",49,"Yellowcard","Ocean Avenue",2663.052,"32","-","-","-","-","-"
"2800","Aug 2004",50,"Juvenile","Juve The Great",2590.916,"28","-","-","-","-","-"
"2801","Sep 2004",1,"Maroon 5","Songs About Jane",7590.233,"6","2","19","6","4","2"
"2802","Sep 2004",2,"Usher","Confessions",6593.171,"5","9","18","67","2","7"
"2803","Sep 2004",3,"Avril Lavigne","Under My Skin",6431.519,"9","10","5","45","1","5"
"2804","Sep 2004",4,"The Black Eyed Peas","Elephunk",5679.983,"18","34","36","2","3","1"
"2805","Sep 2004",5,"Various Artists","Now 16",5337.952,"1","-","-","-","-","-"
"2806","Sep 2004",6,"Ashlee Simpson","Autobiography",5045.68,"1","-","-","-","-","40"
"2807","Sep 2004",7,"R Kelly","Happy People / U Saved Me",4899.613,"2","11","10","28","-","-"
"2808","Sep 2004",8,"Ray Charles","Genius Loves Company",4857.232,"2","18","10","6","1","22"
"2809","Sep 2004",9,"Prince","Musicology",4598.074,"3","-","-","125","-","-"
"2810","Sep 2004",10,"Tim McGraw","Live Like You Were Dying",4459.038,"1","-","-","-","2","-"
"2811","Sep 2004",11,"Guns n' Roses","Guns & Roses' Greatest Hits",4131.908,"22","27","55","-","8","21"
"2812","Sep 2004",12,"Norah Jones","Feels Like Home",4052.99,"50","32","19","8","-","35"
"2813","Sep 2004",13,"Gretchen Wilson","Here For The Party",3956.549,"8","60","-","-","-","-"
"2814","Sep 2004",14,"Franz Ferdinand","Franz Ferdinand",3942.265,"41","10","87","38","-","22"
"2815","Sep 2004",15,"Lloyd Banks","The Hunger For More",3937.785,"15","55","45","58","-","-"
"2816","Sep 2004",16,"Young Buck","Straight Outta Ca$hville",3805.695,"3","22","-","87","1","-"
"2817","Sep 2004",17,"213","The Hard Way",3801.997,"4","-","34","-","3","50"
"2818","Sep 2004",18,"Hoobastank","The Reason",3776.058,"24","-","59","7","-","23"
"2819","Sep 2004",19,"Big & Rich","Horse Of A Different Color",3748.998,"10","-","-","-","-","-"
"2820","Sep 2004",20,"D12","D12 World",3690.172,"27","31","29","110","10","21"
"2821","Sep 2004",21,"Keane","Hopes & Fears",3689.425,"84","3","38","12","-","42"
"2822","Sep 2004",22,"Bjork","Med~olla",3673.088,"14","9","5","1","6","17"
"2823","Sep 2004",23,"Jimmy Buffett","License To Chill",3649.836,"7","-","-","-","-","-"
"2824","Sep 2004",24,"JoJo","JoJo",3639.624,"24","22","63","62","-","-"
"2825","Sep 2004",25,"Alicia Keys","The Diary Of Alicia Keys",3622.732,"23","73","-","14","-","-"
"2826","Sep 2004",26,"Evanescence","Fallen",3573.83,"37","78","47","30","5","20"
"2827","Sep 2004",27,"Velvet Revolver","Contraband",3564.198,"30","45","58","169","-","-"
"2828","Sep 2004",28,"The Killers","Hot Fuss",3506.761,"33","17","-","-","-","28"
"2829","Sep 2004",29,"Kanye West","The College Dropout",3483.415,"29","12","96","-","-","-"
"2830","Sep 2004",30,"Los Lonely Boys","Los Lonely Boys",3458.342,"13","-","-","-","-","-"
"2831","Sep 2004",31,"Shyne","Godfather Buried Alive",3409.201,"3","-","-","-","-","-"
"2832","Sep 2004",32,"Anastacia","Anastacia",3302.432,"-","4","1","55","-","2"
"2833","Sep 2004",33,"Linkin Park","Meteora",3289.586,"38","-","45","22","-","46"
"2834","Sep 2004",34,"Switchfoot","Beautiful Letdown",3128.004,"17","-","-","-","-","-"
"2835","Sep 2004",35,"Mase","Welcome Back",3117.003,"4","68","-","-","10","-"
"2836","Sep 2004",36,"Ryan Cabrera","Take It All Away",3105.818,"8","-","-","-","-","-"
"2837","Sep 2004",37,"Jill Scott","Beautifully Human: Words And Sounds Vol. 2",3062.032,"3","27","-","56","-","-"
"2838","Sep 2004",38,"Original Soundtrack","The Princess Diaries 2: Royal Engagement",3012.41,"15","-","-","-","-","-"
"2839","Sep 2004",39,"Brad Paisley","Mud On The Tires",2977.902,"21","-","-","-","-","-"
"2840","Sep 2004",40,"Alter Bridge","One Day Remains",2949.627,"5","-","-","-","-","37"
"2841","Sep 2004",41,"Mobb Deep","Amerikaz NightMare",2933.392,"4","-","95","96","-","-"
"2842","Sep 2004",42,"Van Halen","The Best Of Both Worlds",2810.618,"26","51","53","-","-","31"
"2843","Sep 2004",43,"Kenny Chesney","When The Sun Goes Down",2659.148,"26","-","-","-","-","-"
"2844","Sep 2004",44,"Yellowcard","Ocean Avenue",2623.783,"27","-","-","-","-","-"
"2845","Sep 2004",45,"Jessica Simpson","In This Skin",2586.92,"20","-","-","-","-","30"
"2846","Sep 2004",46,"Original Soundtrack","Garden State",2566.369,"20","-","-","-","-","-"
"2847","Sep 2004",47,"Beastie Boys","To The 5 Boroughs",2555.322,"43","77","69","128","-","48"
"2848","Sep 2004",48,"Modest Mouse","Good News For People Who Love Bad News",2529.167,"28","-","-","-","-","-"
"2849","Sep 2004",49,"Jet","Get Born",2510.848,"78","34","-","-","-","3"
"2850","Sep 2004",50,"OutKast","Speakerboxx & The Love Below",2482.018,"88","36","48","181","-","49"
"2851","Oct 2004",1,"Nelly","Suit",7312.654,"1","13","8","72","1","7"
"2852","Oct 2004",2,"Green Day","American Idiot",7147.108,"1","1","5","54","1","1"
"2853","Oct 2004",3,"Maroon 5","Songs About Jane",7005.628,"8","3","52","21","3","1"
"2854","Oct 2004",4,"Usher","Confessions",6847.251,"2","10","39","11","3","7"
"2855","Oct 2004",5,"Ray Charles","Genius Loves Company",6778.092,"3","33","11","22","1","22"
"2856","Oct 2004",6,"Nelly","Sweat",5939.53,"2","32","17","200","2","10"
"2857","Oct 2004",7,"Avril Lavigne","Under My Skin",5516.231,"14","29","23","21","4","21"
"2858","Oct 2004",8,"Tim McGraw","Live Like You Were Dying",4813.272,"2","-","-","-","8","36"
"2859","Oct 2004",9,"Joss Stone","Mind Body & Soul",4644.67,"11","1","8","9","-","7"
"2860","Oct 2004",10,"Ashlee Simpson","Autobiography",4637.174,"6","31","-","96","-","-"
"2861","Oct 2004",11,"Various Artists","Now 16",4267.626,"5","-","-","-","-","-"
"2862","Oct 2004",12,"R Kelly","Happy People / U Saved Me",4236.282,"9","57","38","93","-","-"
"2863","Oct 2004",13,"The Black Eyed Peas","Elephunk",4226.821,"21","87","59","4","7","13"
"2864","Oct 2004",14,"Norah Jones","Feels Like Home",3847.427,"38","53","30","8","-","-"
"2865","Oct 2004",15,"Keane","Hopes & Fears",3836.22,"53","6","69","12","-","-"
"2866","Oct 2004",16,"Marilyn Manson","Lest We Forget: The Best Of",3782.778,"9","4","4","-","3","15"
"2867","Oct 2004",17,"REM","Around The Sun",3612.07,"13","1","1","9","7","6"
"2868","Oct 2004",18,"The Killers","Hot Fuss",3534.93,"26","39","86","70","-","39"
"2869","Oct 2004",19,"Alan Jackson","What I Do",3514.054,"1","-","-","-","2","39"
"2870","Oct 2004",20,"Guns n' Roses","Guns & Roses' Greatest Hits",3463.162,"29","47","94","-","-","30"
"2871","Oct 2004",21,"Young Buck","Straight Outta Ca$hville",3417.605,"10","-","-","-","-","-"
"2872","Oct 2004",22,"Anita Baker","My Everything",3381.738,"4","-","-","-","-","-"
"2873","Oct 2004",23,"LL Cool J","The DEFinition",3336.769,"8","-","-","-","-","-"
"2874","Oct 2004",24,"Gretchen Wilson","Here For The Party",3324.614,"14","-","-","-","-","-"
"2875","Oct 2004",25,"Alicia Keys","The Diary Of Alicia Keys",3320.552,"23","70","-","5","-","48"
"2876","Oct 2004",26,"JoJo","JoJo",3300.798,"26","41","-","89","-","-"
"2877","Oct 2004",27,"Jill Scott","Beautifully Human: Words And Sounds Vol. 2",3298.506,"7","78","-","117","-","-"
"2878","Oct 2004",28,"Keith Urban","Be Here",3206.62,"3","-","-","-","8","11"
"2879","Oct 2004",29,"Franz Ferdinand","Franz Ferdinand",3180.343,"54","20","-","56","-","33"
"2880","Oct 2004",30,"The Beach Boys","Smile",3125.195,"13","7","22","29","-","17"
"2881","Oct 2004",31,"Mark Knopfler","Shangri-La",3111.3,"66","11","3","5","-","-"
"2882","Oct 2004",32,"Big & Rich","Horse Of A Different Color",3110.991,"16","-","-","-","-","-"
