"","month","position","artist","album","indicativerevenue","us","uk","de","fr","ca","au"
"296","Jun 2000",46,"Bloodhound Gang","Hooray For Boobies",3059.028,"26","83","33","-","9","-"
"297","Jun 2000",47,"P!nk","Can't Take Me Home",3007.695,"44","73","85","-","-","48"
"298","Jun 2000",48,"Savage Garden","Affirmation",2953.498,"41","85","-","-","-","3"
"299","Jun 2000",49,"Bon Jovi","Crush",2923.838,"-","1","1","6","-","1"
"300","Jun 2000",50,"The Backstreet Boys","Millennium",2899.203,"33","61","95","-","-","-"
"301","Jul 2000",1,"Eminem","The Marshall Mathers LP",11888.409,"1","1","3","5","1","9"
"302","Jul 2000",2,"Britney Spears","Oops!... I Did It Again",10116.551,"2","10","2","7","2","5"
"303","Jul 2000",3,"Eric Clapton & BB King","Riding With The King",7923.612,"3","19","2","13","-","17"
"304","Jul 2000",4,"Bon Jovi","Crush",7145.279,"9","8","1","17","4","3"
"305","Jul 2000",5,"Santana","Supernatural",7048.496,"10","10","4","3","10","20"
"306","Jul 2000",6,"N Sync","No Strings Attached",6505.923,"5","93","74","-","5","20"
"307","Jul 2000",7,"Kid Rock","The History Of Rock",6257.323,"4","-","15","-","4","-"
"308","Jul 2000",8,"Whitney Houston","Whitney Houston's Greatest Hits",5855.16,"20","5","8","-","-","25"
"309","Jul 2000",9,"Matchbox Twenty","Mad Season",5638.937,"8","-","23","-","8","1"
"310","Jul 2000",10,"Creed","Human Clay",5538.034,"6","-","-","-","8","-"
"311","Jul 2000",11,"Moby","Play",5526.682,"49","2","48","1","-","2"
"312","Jul 2000",12,"Dr Dre","Dr. Dre -- 2001",5488.184,"15","12","57","48","-","-"
"313","Jul 2000",13,"Original Soundtrack","Mission: Impossible 2",5388.071,"11","-","6","22","4","3"
"314","Jul 2000",14,"Toni Braxton","The Heat",5258.016,"19","43","17","33","-","40"
"315","Jul 2000",15,"Red Hot Chili Peppers","Californication",5230.048,"23","23","11","59","9","4"
"316","Jul 2000",16,"Sting","Brand New Day",5090.766,"20","13","26","-","-","-"
"317","Jul 2000",17,"Destiny's Child","The Writing's On The Wall",5031.84,"14","17","94","66","-","15"
"318","Jul 2000",18,"Sisqo","Unleash The Dragon",4985.833,"16","46","67","53","-","28"
"319","Jul 2000",19,"Deftones","White Pony",4848.539,"3","13","11","23","8","2"
"320","Jul 2000",20,"Papa Roach","Infest",4816.125,"8","-","-","-","-","-"
"321","Jul 2000",21,"Three 6 Mafia","When The Smoke Clears Sixty 6, Sixty 1",4518.503,"6","-","-","-","-","-"
"322","Jul 2000",22,"Three Doors Down","The Better Life",4495.229,"10","-","-","-","-","-"
"323","Jul 2000",23,"Joe Thomas","My Name Is Joe",4353.73,"14","-","-","-","-","43"
"324","Jul 2000",24,"Macy Gray","On How Life Is",4184.744,"26","30","76","72","-","14"
"325","Jul 2000",25,"Busta Rhymes","Anarchy",4146.354,"4","38","63","72","-","-"
"326","Jul 2000",26,"Various Artists","Totally Hits 2",3806.344,"18","-","-","-","-","-"
"327","Jul 2000",27,"Shania Twain","Come On Over",3609.271,"62","20","-","7","-","31"
"328","Jul 2000",28,"Limp Bizkit","Significant Other",3589.641,"41","39","32","-","-","17"
"329","Jul 2000",29,"Don Henley","Inside Job",3545.817,"14","-","69","-","-","-"
"330","Jul 2000",30,"The Dixie Chicks","Fly",3510.779,"21","-","-","-","-","-"
"331","Jul 2000",31,"Cypress Hill","Skull & Bones",3463.165,"27","-","60","-","-","50"
"332","Jul 2000",32,"Original Soundtrack","Romeo Must Die",3439.134,"45","-","6","-","-","23"
"333","Jul 2000",33,"Nelly","Country Grammar",3438.237,"3","-","-","-","-","-"
"334","Jul 2000",34,"Marc Anthony","Marc Anthony",3397.223,"36","-","39","-","-","-"
"335","Jul 2000",35,"A Perfect Circle","Mer De Noms",3350.674,"23","-","99","-","-","15"
"336","Jul 2000",36,"Christina Aguilera","Christina Aguilera",3342.255,"32","80","-","-","-","-"
"337","Jul 2000",37,"Lil' Kim","The Notorious K.I.M.",3298.107,"4","67","76","70","-","-"
"338","Jul 2000",38,"Original Soundtrack","Shaft",3289.588,"22","-","-","-","-","-"
"339","Jul 2000",39,"blink-182","Enema Of The State",3277.281,"63","18","84","-","-","10"
"340","Jul 2000",40,"Big Tymers","I Got That Work",3268.668,"25","-","-","-","-","-"
"341","Jul 2000",41,"Next","Welcome II Nextasy",3250.432,"12","99","-","-","-","-"
"342","Jul 2000",42,"DMX","...And Then There Was X",3208.028,"27","-","-","-","-","-"
"343","Jul 2000",43,"Eminem","The Slim Shady Lp",3176.347,"44","10","-","-","-","-"
"344","Jul 2000",44,"Enrique Iglesias","Enrique",3145.17,"51","-","35","71","10","-"
"345","Jul 2000",45,"Jay-Z","Vol 3: Life & Times of S Carter",3106.288,"30","-","-","-","-","-"
"346","Jul 2000",46,"Celine Dion","All The Way... A Decade Of Songs",3056.408,"43","49","-","-","-","-"
"347","Jul 2000",47,"Kid Rock","Devil Without A Cause",3000.907,"29","-","-","-","-","-"
"348","Jul 2000",48,"Hans Zimmer & Lise Gerrard","Gladiator",2996.478,"91","22","20","14","-","-"
"349","Jul 2000",49,"The Backstreet Boys","Millennium",2985.894,"46","60","-","-","-","-"
"350","Jul 2000",50,"Savage Garden","Affirmation",2981.134,"58","15","-","-","-","1"
"351","Aug 2000",1,"Britney Spears","Oops!... I Did It Again",10374.184,"2","8","2","14","2","18"
"352","Aug 2000",2,"Eminem","The Marshall Mathers LP",10152.278,"1","2","7","2","1","8"
"353","Aug 2000",3,"Eric Clapton & BB King","Riding With The King",7230.881,"10","29","2","19","-","13"
"354","Aug 2000",4,"N Sync","No Strings Attached",7020.533,"5","32","53","-","3","35"
"355","Aug 2000",5,"Red Hot Chili Peppers","Californication",6757.645,"14","9","8","51","5","9"
"356","Aug 2000",6,"Nelly","Country Grammar",6637.303,"1","-","-","-","-","-"
"357","Aug 2000",7,"Various Artists","Now 4",6631.135,"1","-","-","-","-","-"
"358","Aug 2000",8,"Santana","Supernatural",6499.127,"24","10","7","2","-","21"
"359","Aug 2000",9,"Bon Jovi","Crush",5987.765,"28","18","1","30","9","13"
"360","Aug 2000",10,"Dr Dre","Dr. Dre -- 2001",5977.411,"14","25","37","28","8","-"
"361","Aug 2000",11,"Creed","Human Clay",5782.593,"6","-","-","-","3","-"
"362","Aug 2000",12,"Destiny's Child","The Writing's On The Wall",5773.108,"11","11","-","-","5","6"
"363","Aug 2000",13,"Sting","Brand New Day",5516.216,"10","29","39","-","-","-"
"364","Aug 2000",14,"Moby","Play",5478.027,"49","5","49","1","-","1"
"365","Aug 2000",15,"Papa Roach","Infest",5464.223,"5","-","-","-","9","50"
"366","Aug 2000",16,"Original Soundtrack","Nutty Professor II: The Klumps",5389.757,"4","-","-","-","4","42"
"367","Aug 2000",17,"Three Doors Down","The Better Life",5265.905,"8","-","-","-","6","-"
"368","Aug 2000",18,"Toni Braxton","The Heat",5247.174,"17","51","33","42","-","47"
"369","Aug 2000",19,"Original Soundtrack","Mission: Impossible 2",4960.403,"30","-","3","14","5","8"
"370","Aug 2000",20,"Kid Rock","The History Of Rock",4929.105,"12","-","16","-","6","-"
"371","Aug 2000",21,"Whitney Houston","Whitney Houston's Greatest Hits",4763.544,"36","5","19","-","-","22"
"372","Aug 2000",22,"Various Artists","Ryde Or Die Vol. II",4623.771,"5","-","-","-","-","-"
"373","Aug 2000",23,"Matchbox Twenty","Mad Season",4399.216,"14","-","50","-","-","13"
"374","Aug 2000",24,"Everclear","Songs From An American Movie - Vol 1: Learning How To Smile",4236.687,"9","51","-","-","3","31"
"375","Aug 2000",25,"Sisqo","Unleash The Dragon",4217.019,"29","46","80","39","-","41"
"376","Aug 2000",26,"Joe Thomas","My Name Is Joe",4134.993,"16","-","-","-","-","-"
"377","Aug 2000",27,"The Corrs","In Blue",4116.451,"-","1","1","2","-","2"
"378","Aug 2000",28,"Macy Gray","On How Life Is",3974.988,"30","32","97","-","-","26"
"379","Aug 2000",29,"Lil' Kim","The Notorious K.I.M.",3884.434,"13","-","92","-","-","-"
"380","Aug 2000",30,"Limp Bizkit","Significant Other",3882.336,"54","39","13","-","-","29"
"381","Aug 2000",31,"Kelly Price","Mirror Mirror",3684.997,"16","-","-","-","-","-"
"382","Aug 2000",32,"DMX","...And Then There Was X",3503.213,"23","-","-","-","-","-"
"383","Aug 2000",33,"The Dixie Chicks","Fly",3485.836,"23","-","-","-","-","-"
"384","Aug 2000",34,"Savage Garden","Affirmation",3453.507,"59","7","-","-","-","6"
"385","Aug 2000",35,"Three 6 Mafia","When The Smoke Clears Sixty 6, Sixty 1",3412.389,"21","-","-","-","-","-"
"386","Aug 2000",36,"Marc Anthony","Marc Anthony",3334.296,"43","-","24","-","-","-"
"387","Aug 2000",37,"Deftones","White Pony",3332.618,"32","-","53","72","-","50"
"388","Aug 2000",38,"Christina Aguilera","Christina Aguilera",3307.686,"20","92","-","-","-","-"
"389","Aug 2000",39,"Jessica Simpson","Sweet Kisses",3305.498,"25","-","-","-","-","-"
"390","Aug 2000",40,"Shania Twain","Come On Over",3301.087,"73","28","-","9","-","41"
"391","Aug 2000",41,"Faith Hill","Breathe",3270.338,"25","-","-","-","-","-"
"392","Aug 2000",42,"P!nk","Can't Take Me Home",3264.175,"41","44","-","-","-","43"
"393","Aug 2000",43,"Next","Welcome II Nextasy",3244.053,"22","-","-","-","-","-"
"394","Aug 2000",44,"Billy Gilman","One Voice",3234.668,"22","-","-","-","-","-"
"395","Aug 2000",45,"Big Tymers","I Got That Work",2999.649,"33","-","-","-","-","-"
"396","Aug 2000",46,"Enrique Iglesias","Enrique",2961.726,"56","-","40","-","8","24"
"397","Aug 2000",47,"blink-182","Enema Of The State",2871.133,"80","34","90","-","-","21"
"398","Aug 2000",48,"Various Artists","Totally Hits 2",2858.524,"24","-","-","-","-","-"
"399","Aug 2000",49,"Busta Rhymes","Anarchy",2844.593,"30","-","97","-","-","-"
"400","Aug 2000",50,"A Perfect Circle","Mer De Noms",2831.259,"46","88","-","-","-","18"
"401","Sep 2000",1,"Eminem","The Marshall Mathers LP",9660.996,"2","3","11","2","1","11"
"402","Sep 2000",2,"Britney Spears","Oops!... I Did It Again",9515.036,"2","11","3","14","2","13"
"403","Sep 2000",3,"Nelly","Country Grammar",7736.12,"1","-","-","-","7","-"
"404","Sep 2000",4,"Red Hot Chili Peppers","Californication",6599.035,"13","13","5","41","5","7"
"405","Sep 2000",5,"N Sync","No Strings Attached",6570.32,"5","25","51","-","4","39"
"406","Sep 2000",6,"Eric Clapton & BB King","Riding With The King",6085.526,"12","33","10","20","-","5"
"407","Sep 2000",7,"Creed","Human Clay",6013.794,"4","-","-","-","3","-"
"408","Sep 2000",8,"Bon Jovi","Crush",5641.489,"22","18","4","31","-","11"
"409","Sep 2000",9,"Various Artists","Now 4",5617.23,"3","-","-","-","-","-"
"410","Sep 2000",10,"Santana","Supernatural",5375.224,"31","12","8","3","-","15"
"411","Sep 2000",11,"Sting","Brand New Day",5373.747,"9","46","52","-","-","-"
"412","Sep 2000",12,"Destiny's Child","The Writing's On The Wall",5339.856,"12","17","-","-","5","6"
"413","Sep 2000",13,"Three Doors Down","The Better Life",5306.468,"7","-","45","-","7","-"
"414","Sep 2000",14,"Moby","Play",5266.338,"45","8","41","1","-","4"
"415","Sep 2000",15,"Dr Dre","Dr. Dre -- 2001",5244.61,"16","31","34","17","10","-"
"416","Sep 2000",16,"Papa Roach","Infest",5175.966,"7","-","-","-","5","50"
"417","Sep 2000",17,"Original Soundtrack","Coyote Ugly",4780.829,"10","-","-","-","6","-"
"418","Sep 2000",18,"Toni Braxton","The Heat",4635.233,"15","60","69","-","-","-"
"419","Sep 2000",19,"Wyclef Jean","The Ecleftic: 2 Sides II A Book",4479.792,"9","34","20","25","7","-"
"420","Sep 2000",20,"De La Soul","Art Official Intelligence: Mosaic Thump",4040.562,"9","-","21","26","-","32"
"421","Sep 2000",21,"Original Soundtrack","Nutty Professor II: The Klumps",4020.481,"10","-","67","-","-","-"
"422","Sep 2000",22,"Whitney Houston","Whitney Houston's Greatest Hits",3733.75,"55","8","29","-","-","42"
"423","Sep 2000",23,"Christina Aguilera","Christina Aguilera",3686.474,"18","-","-","-","-","-"
"424","Sep 2000",24,"The Corrs","In Blue",3679.19,"21","3","1","5","-","2"
"425","Sep 2000",25,"Limp Bizkit","Significant Other",3677.425,"48","40","16","-","-","34"
"426","Sep 2000",26,"P!nk","Can't Take Me Home",3643.839,"32","32","-","-","-","44"
"427","Sep 2000",27,"Various Artists","The Source Hip-Hop Music Awards 2000--The Album",3601.957,"17","-","-","-","-","-"
"428","Sep 2000",28,"Kid Rock","The History Of Rock",3570.031,"21","-","20","-","-","-"
"429","Sep 2000",29,"Faith Hill","Breathe",3499.668,"20","-","-","-","-","-"
"430","Sep 2000",30,"Joe Thomas","My Name Is Joe",3476.927,"18","-","-","-","-","-"
"431","Sep 2000",31,"Macy Gray","On How Life Is",3473.053,"32","43","-","-","-","33"
"432","Sep 2000",32,"Sisqo","Unleash The Dragon",3455.647,"43","61","81","36","-","47"
"433","Sep 2000",33,"Original Soundtrack","Mission: Impossible 2",3428.683,"44","-","7","17","-","12"
"434","Sep 2000",34,"Matchbox Twenty","Mad Season",3427.319,"24","-","80","-","-","11"
"435","Sep 2000",35,"DMX","...And Then There Was X",3395.057,"23","-","-","-","-","-"
"436","Sep 2000",36,"Various Artists","Ryde Or Die Vol. II",3344.037,"15","-","-","-","-","-"
"437","Sep 2000",37,"Billy Gilman","One Voice",3290.822,"22","-","-","-","-","-"
"438","Sep 2000",38,"Next","Welcome II Nextasy",3145.622,"37","92","45","-","-","-"
"439","Sep 2000",39,"Savage Garden","Affirmation",3140.684,"60","7","73","-","-","7"
"440","Sep 2000",40,"Baha Men","Who Let The Dogs Out",3121.009,"14","-","-","-","-","-"
"441","Sep 2000",41,"The Dixie Chicks","Fly",3087.254,"27","-","-","-","-","-"
"442","Sep 2000",42,"Yolanda Adams","Mountain High...Valley Low",3083.576,"24","-","-","-","-","-"
"443","Sep 2000",43,"Everclear","Songs From An American Movie - Vol 1: Learning How To Smile",3029.191,"25","-","-","-","-","-"
"444","Sep 2000",44,"Big Tymers","I Got That Work",3014.3,"30","-","-","-","-","-"
"445","Sep 2000",45,"Marc Anthony","Marc Anthony",2912.047,"50","-","22","-","-","-"
"446","Sep 2000",46,"Shania Twain","Come On Over",2880.111,"83","29","-","11","-","40"
"447","Sep 2000",47,"Robbie Williams","Sing When You're Winning",2864.151,"-","1","1","19","-","7"
"448","Sep 2000",48,"Disturbed","The Sickness",2849.278,"35","-","-","-","-","-"
"449","Sep 2000",49,"Kelly Price","Mirror Mirror",2819.799,"30","-","-","-","-","-"
"450","Sep 2000",50,"Jessica Simpson","Sweet Kisses",2818.896,"34","-","-","-","-","-"
"451","Oct 2000",1,"Madonna","Music",9409.644,"1","1","1","1","1","2"
"452","Oct 2000",2,"Eminem","The Marshall Mathers LP",8640.957,"3","5","7","9","3","14"
"453","Oct 2000",3,"Britney Spears","Oops!... I Did It Again",7281.053,"6","21","7","41","6","17"
"454","Oct 2000",4,"Nelly","Country Grammar",7127.52,"2","-","66","-","7","-"
"455","Oct 2000",5,"LL Cool J","GOAT Featuring James T. Smith: The Greatest Of All Time",6048.43,"1","90","17","-","5","-"
"456","Oct 2000",6,"Creed","Human Clay",5959.098,"4","-","-","-","4","35"
"457","Oct 2000",7,"Three Doors Down","The Better Life",5472.863,"8","-","45","-","18","-"
"458","Oct 2000",8,"N Sync","No Strings Attached",5395.437,"8","63","57","-","-","-"
"459","Oct 2000",9,"The Corrs","In Blue",5353.589,"21","12","5","15","-","4"
"460","Oct 2000",10,"Red Hot Chili Peppers","Californication",4974.148,"19","32","12","36","-","15"
"461","Oct 2000",11,"Radiohead","Kid A",4952.255,"1","1","4","1","1","2"
"462","Oct 2000",12,"Baha Men","Who Let The Dogs Out",4776.911,"7","-","-","-","-","-"
"463","Oct 2000",13,"Boyz II Men","Nathan Michael Shawn Wanya",4670.92,"4","-","24","47","-","25"
"464","Oct 2000",14,"Destiny's Child","The Writing's On The Wall",4666.11,"16","42","-","48","-","7"
"465","Oct 2000",15,"Papa Roach","Infest",4553.982,"11","-","-","-","9","-"
"466","Oct 2000",16,"Moby","Play",4549.42,"52","9","42","5","20","11"
"467","Oct 2000",17,"Barenaked Ladies","Maroon",4547.278,"5","-","-","-","2","-"
"468","Oct 2000",18,"Andrea Bocelli","Verdi",4532.141,"23","35","22","45","-","20"
"469","Oct 2000",19,"Bon Jovi","Crush",4368.079,"31","56","14","-","-","21"
"470","Oct 2000",20,"Santana","Supernatural",4258.717,"45","23","19","16","-","39"
"471","Oct 2000",21,"P!nk","Can't Take Me Home",4254.056,"29","13","-","-","-","10"
"472","Oct 2000",22,"Mystikal","Let's Get Ready",4204.578,"1","-","-","-","-","-"
"473","Oct 2000",23,"Eric Clapton & BB King","Riding With The King",4151.865,"25","83","25","44","-","33"
"474","Oct 2000",24,"Dr Dre","Dr. Dre -- 2001",4128.289,"34","49","44","15","-","-"
"475","Oct 2000",25,"Various Artists","Now 4",4127.333,"10","-","-","-","-","-"
"476","Oct 2000",26,"Original Soundtrack","Coyote Ugly",4008.148,"17","-","5","-","14","-"
"477","Oct 2000",27,"Mark Knopfler","Sailing To Philadelphia",3958.536,"60","4","1","7","-","32"
"478","Oct 2000",28,"98 Degrees","Revelation",3833.767,"2","-","-","-","2","40"
"479","Oct 2000",29,"Sting","Brand New Day",3818.478,"15","96","76","-","-","26"
"480","Oct 2000",30,"Faith Hill","Breathe",3637.029,"21","-","-","-","-","-"
"481","Oct 2000",31,"Wyclef Jean","The Ecleftic: 2 Sides II A Book",3610.428,"26","-","39","-","-","-"
"482","Oct 2000",32,"Cash Money Millionaires","Baller Blockin",3546.029,"13","-","-","-","-","-"
"483","Oct 2000",33,"Too Short","You Nasty",3410.488,"12","-","-","-","-","-"
"484","Oct 2000",34,"Toni Braxton","The Heat",3384.629,"28","99","71","-","-","-"
"485","Oct 2000",35,"Limp Bizkit","Significant Other",3373.538,"49","86","20","-","-","36"
"486","Oct 2000",36,"Green Day","Warning",3290.099,"4","4","21","58","2","7"
"487","Oct 2000",37,"Christina Aguilera","Christina Aguilera",3218.81,"22","-","-","-","-","25"
"488","Oct 2000",38,"Robbie Williams","Sing When You're Winning",3169.677,"110","3","2","53","17","29"
"489","Oct 2000",39,"Matchbox Twenty","Mad Season",3151.328,"31","-","-","-","-","20"
"490","Oct 2000",40,"George Strait","George Strait",3093.974,"7","-","-","-","-","-"
"491","Oct 2000",41,"Disturbed","The Sickness",3084.388,"29","-","-","-","-","-"
"492","Oct 2000",42,"Craig David","Born To Do It",3082.074,"-","5","3","13","-","10"
"493","Oct 2000",43,"Yolanda Adams","Mountain High...Valley Low",2977.513,"29","-","-","-","-","-"
"494","Oct 2000",44,"Jill Scott","Who Is Jill Scott? - Words And Sounds Vol. 1",2932.933,"44","75","-","-","-","-"
"495","Oct 2000",45,"The Dixie Chicks","Fly",2927.501,"26","-","-","-","-","-"
"496","Oct 2000",46,"Sarah Brightman","La Luna",2922.655,"31","-","-","-","10","-"
"497","Oct 2000",47,"Dj Clue","DJ Clue Presents: Backstage -- Mixtape (Music Inspired By The Film)",2861.999,"18","-","-","-","-","-"
"498","Oct 2000",48,"Bjork","SelmaSongs",2816.563,"41","80","22","4","-","-"
"499","Oct 2000",49,"Fuel","Something Like Human",2805.333,"17","-","-","-","-","12"
"500","Oct 2000",50,"Shyne","Shyne",2780.751,"5","-","-","-","-","-"
"501","Nov 2000",1,"Limp Bizkit","Chocolate Starfish & The Hot Dog Flavoured Water",9084.414,"1","8","1","21","1","1"
"502","Nov 2000",2,"Madonna","Music",7160.627,"6","11","3","8","2","6"
"503","Nov 2000",3,"Eminem","The Marshall Mathers LP",6775.816,"9","5","10","19","6","24"
"504","Nov 2000",4,"Nelly","Country Grammar",6403.03,"2","93","69","-","16","-"
"505","Nov 2000",5,"Britney Spears","Oops!... I Did It Again",6319.996,"11","25","9","53","12","17"
"506","Nov 2000",6,"Lenny Kravitz","Greatest Hits",5821.631,"2","12","2","-","2","17"
"507","Nov 2000",7,"Ja Rule","Rule 3:36",5722.678,"1","-","72","-","8","-"
"508","Nov 2000",8,"U2","All That You Can't Leave Behind",5701.469,"3","1","1","1","1","1"
"509","Nov 2000",9,"Creed","Human Clay",5577.661,"4","-","-","-","3","30"
"510","Nov 2000",10,"Radiohead","Kid A",5338.608,"10","17","14","24","1","9"
"511","Nov 2000",11,"Baha Men","Who Let The Dogs Out",5060.572,"5","-","-","-","-","-"
"512","Nov 2000",12,"Three Doors Down","The Better Life",4789.687,"8","-","71","-","18","-"
"513","Nov 2000",13,"N Sync","No Strings Attached",4755.749,"13","59","76","-","15","-"
"514","Nov 2000",14,"Mystikal","Let's Get Ready",4646.556,"3","-","-","-","-","-"
